item_id,subject,n_models,n_calls,difficulty,acc_spread,error_rate,parse_fail_rate
psychology:2181,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2008,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2158,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2156,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2519,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2623,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2292,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2404,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2212,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2354,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2667,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2307,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2517,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2225,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2222,psychology,8,40,0.875,1.0,0.0,0.0
psychology:2572,psychology,8,40,0.875,1.0,0.0,0.0
math:8180,math,8,40,0.8958,0.8333,0.0,0.0
math:7983,math,8,40,0.8958,0.5,0.0,0.0
math:8852,math,8,40,0.8958,0.8333,0.0,0.0
physics:9244,physics,8,40,0.8958,0.5,0.0,0.0
physics:9857,physics,8,40,0.8958,0.8333,0.0,0.0
engineering:12155,engineering,8,40,0.8958,0.8333,0.0,0.0
engineering:11352,engineering,8,40,0.8958,0.8333,0.0,0.0
history:4761,history,8,40,0.8958,0.8333,0.0,0.0
law:1814,law,8,40,0.8958,0.8333,0.0,0.0
psychology:2338,psychology,8,40,0.8958,0.8333,0.0,0.0
psychology:2002,psychology,8,40,0.8958,0.8333,0.0,0.0
psychology:2185,psychology,8,40,0.8958,0.8333,0.0,0.0
math:8799,math,8,40,0.9167,0.6667,0.0,0.0
math:7708,math,8,40,0.9167,0.5,0.0,0.0
physics:10304,physics,8,40,0.9167,0.3333,0.0,0.0
physics:9152,physics,8,40,0.9167,0.6667,0.0,0.0
physics:9518,physics,8,40,0.9167,0.6667,0.0,0.0
history:4919,history,8,40,0.9167,0.6667,0.0,0.0
history:4867,history,8,40,0.9167,0.5,0.0,0.0
law:960,law,8,40,0.9167,0.5,0.0,0.0
psychology:2369,psychology,8,40,0.9167,0.6667,0.0,0.0
psychology:2047,psychology,8,40,0.9167,0.6667,0.0,0.0
psychology:2145,psychology,8,40,0.9167,0.6667,0.0,0.0
math:8911,math,8,40,0.9375,0.5,0.0,0.0
engineering:11691,engineering,8,40,0.9375,0.5,0.0,0.0
history:4723,history,8,40,0.9375,0.3333,0.0,0.0
history:4785,history,8,40,0.9375,0.3333,0.0,0.0
history:4939,history,8,40,0.9375,0.5,0.0,0.0
psychology:2269,psychology,8,40,0.9375,0.5,0.0,0.0
psychology:2785,psychology,8,40,0.9375,0.5,0.0,0.0
psychology:2000,psychology,8,40,0.9375,0.5,0.0,0.0
engineering:12056,engineering,7,40,0.9524,0.1667,0.0,0.15
physics:10105,physics,8,40,0.9583,0.3333,0.0,0.0
physics:10355,physics,8,40,0.9583,0.3333,0.0,0.0
physics:9852,physics,8,40,0.9583,0.3333,0.0,0.0
physics:9813,physics,8,40,0.9583,0.1667,0.0,0.0
engineering:11889,engineering,8,40,0.9583,0.3333,0.0,0.0
history:4928,history,8,40,0.9583,0.3333,0.0,0.0
history:4771,history,8,40,0.9583,0.3333,0.0,0.0
history:4841,history,8,40,0.9583,0.3333,0.0,0.0
history:4756,history,8,40,0.9583,0.3333,0.0,0.0
law:1511,law,8,40,0.9583,0.3333,0.0,0.0
law:1325,law,8,40,0.9583,0.3333,0.0,0.0
psychology:2159,psychology,8,40,0.9583,0.3333,0.0,0.0
math:7907,math,8,40,0.9792,0.1667,0.0,0.0
engineering:11689,engineering,8,40,0.9792,0.1667,0.0,0.0
engineering:11406,engineering,8,40,0.9792,0.1667,0.0,0.0
history:4786,history,8,40,0.9792,0.1667,0.0,0.0
history:4968,history,8,40,0.9792,0.1667,0.0,0.0
law:1892,law,8,40,0.9792,0.1667,0.0,0.0
psychology:2591,psychology,8,40,0.9792,0.1667,0.0,0.0
psychology:2271,psychology,8,40,0.9792,0.1667,0.0,0.0
math:7702,math,8,40,1.0,0.0,0.0,0.0
math:8463,math,8,40,1.0,0.0,0.0,0.0
math:7830,math,8,40,1.0,0.0,0.0,0.0
math:7753,math,8,40,1.0,0.0,0.0,0.0
math:8689,math,8,40,1.0,0.0,0.0,0.0
physics:9430,physics,8,40,1.0,0.0,0.0,0.0
physics:9537,physics,8,40,1.0,0.0,0.0,0.0
physics:9311,physics,8,40,1.0,0.0,0.0,0.0
physics:9548,physics,8,40,1.0,0.0,0.0,0.0
physics:9734,physics,8,40,1.0,0.0,0.0,0.0
physics:9544,physics,8,40,1.0,0.0,0.0,0.0
physics:9912,physics,8,40,1.0,0.0,0.0,0.0
engineering:11529,engineering,8,40,1.0,0.0,0.0,0.0
engineering:11663,engineering,8,40,1.0,0.0,0.0,0.0
engineering:11572,engineering,8,40,1.0,0.0,0.0,0.025
engineering:11781,engineering,8,40,1.0,0.0,0.0,0.0
engineering:12104,engineering,8,40,1.0,0.0,0.0,0.0
engineering:11286,engineering,8,40,1.0,0.0,0.0,0.0
history:5009,history,8,40,1.0,0.0,0.0,0.0
history:5038,history,8,40,1.0,0.0,0.0,0.0
history:5002,history,8,40,1.0,0.0,0.0,0.0
history:4877,history,8,40,1.0,0.0,0.0,0.0
history:4894,history,8,40,1.0,0.0,0.0,0.0
history:4878,history,8,40,1.0,0.0,0.0,0.0
history:4916,history,8,40,1.0,0.0,0.0,0.0
history:4718,history,8,40,1.0,0.0,0.0,0.0
history:4993,history,8,40,1.0,0.0,0.0,0.0
history:4979,history,8,40,1.0,0.0,0.0,0.0
history:4828,history,8,40,1.0,0.0,0.0,0.0
history:5034,history,8,40,1.0,0.0,0.0,0.0
history:4801,history,8,40,1.0,0.0,0.0,0.0
history:4753,history,8,40,1.0,0.0,0.0,0.0
history:4836,history,8,40,1.0,0.0,0.0,0.0
history:4913,history,8,40,1.0,0.0,0.0,0.0
history:4727,history,8,40,1.0,0.0,0.0,0.0
history:4852,history,8,40,1.0,0.0,0.0,0.0
history:4794,history,8,40,1.0,0.0,0.0,0.0
history:4823,history,8,40,1.0,0.0,0.0,0.0
history:4999,history,8,40,1.0,0.0,0.0,0.0
history:4725,history,8,40,1.0,0.0,0.0,0.0
history:4880,history,8,40,1.0,0.0,0.0,0.0
history:4959,history,8,40,1.0,0.0,0.0,0.0
history:4907,history,8,40,1.0,0.0,0.0,0.0
history:4774,history,8,40,1.0,0.0,0.0,0.0
history:4797,history,8,40,1.0,0.0,0.0,0.0
history:4996,history,8,40,1.0,0.0,0.0,0.0
history:4782,history,8,40,1.0,0.0,0.0,0.0
history:4829,history,8,40,1.0,0.0,0.0,0.0
history:4914,history,8,40,1.0,0.0,0.0,0.0
history:4818,history,8,40,1.0,0.0,0.0,0.0
law:1755,law,8,40,1.0,0.0,0.0,0.0
law:977,law,8,40,1.0,0.0,0.0,0.0
law:1274,law,8,40,1.0,0.0,0.0,0.0
law:1353,law,8,40,1.0,0.0,0.0,0.0
law:1811,law,8,40,1.0,0.0,0.0,0.0
law:1952,law,8,40,1.0,0.0,0.0,0.0
law:881,law,8,40,1.0,0.0,0.0,0.0
law:1706,law,8,40,1.0,0.0,0.0,0.0
law:1898,law,8,40,1.0,0.0,0.0,0.0
psychology:2131,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2084,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2743,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2127,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2756,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2059,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2246,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2620,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2465,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2049,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2436,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2488,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2672,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2495,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2071,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2139,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2559,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2782,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2475,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2612,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2602,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2745,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2711,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2471,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2411,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2752,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2732,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2679,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2619,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2801,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2796,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2406,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2802,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2692,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2191,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2701,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2781,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2583,psychology,8,40,1.0,0.0,0.0,0.0
psychology:2111,psychology,8,40,1.0,0.0,0.0,0.0
